TRIBUNAL,UF,MUNICIPIO,CODIGO,NOME,TIPO,CLASSIFICACAO
TJSP,SP,OURINHOS,10000,03 CIVEL DE OURINHOS,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,OURINHOS,10001,SAF DE OURINHOS,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,OURINHOS,10002,01 CRIMINAL DE OURINHOS,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,OURINHOS,10003,02 CRIMINAL DE OURINHOS,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PACAEMBU,10004,JUIZADO ESPECIAL CIVEL CRIM. DE PACAEMBU,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PACAEMBU,10005,01 CUMULATIVA DE PACAEMBU,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PALESTINA,10006,JUIZADO ESPECIAL CIVEL CRIM. DE PALESTINA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PALESTINA,10007,VARA UNICA DE PALESTINA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PALMEIRA D'OESTE,10008,JUIZADO ESPECIAL CIVEL CRIM. DE PALMEIRA D OESTE,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PALMEIRA D'OESTE,10009,VARA UNICA DE PALMEIRA D OESTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PALMITAL,10011,JUIZADO ESPECIAL CIVEL DE PALMITAL,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PALMITAL,10012,01 CUMULATIVA DE PALMITAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PALMITAL,10013,02 CUMULATIVA DE PALMITAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PANORAMA,10014,JUIZADO ESPECIAL CIVEL CRIM. DE PANORAMA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PANORAMA,10015,01 CUMULATIVA DE PANORAMA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PARAGUACU PAULISTA,10016,JUIZADO ESPECIAL CIVEL CRIM. DE PARAGUACU PAULISTA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PARAGUACU PAULISTA,10017,01 CUMULATIVA DE PARAGUACU PAULISTA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PARAGUACU PAULISTA,10018,02 CUMULATIVA DE PARAGUACU PAULISTA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PARAGUACU PAULISTA,10019,03 CUMULATIVA DE PARAGUACU PAULISTA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PARAIBUNA,10020,VARA UNICA DE PARAIBUNA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PARAIBUNA,10021,JUIZADO ESPECIAL CIVEL CRIM. DE PARAIBUNA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PATROCINIO PAULISTA,10022,VARA UNICA DE PATROCINIO PAULISTA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PAULO DE FARIA,10023,JUIZADO ESPECIAL CIVEL CRIM. DE PAULO DE FARIA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PAULO DE FARIA,10024,VARA UNICA DE PAULO DE FARIA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PEDERNEIRAS,10025,JUIZADO ESPECIAL CIVEL E CRIMINAL DE PEDERNEIRAS,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PEDERNEIRAS,10026,01 CUMULATIVA DE PEDERNEIRAS,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PEDERNEIRAS,10027,02 CUMULATIVA DE PEDERNEIRAS,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PEDREGULHO,10028,JUIZADO ESPECIAL CIVEL CRIM. DE PEDREGULHO,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PEDREGULHO,10029,VARA UNICA DE PEDREGULHO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PEDREIRA,10030,JUIZADO ESPECIAL CIVEL CRIM. DE PEDREIRA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PEDREIRA,10031,01 CUMULATIVA DE PEDREIRA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PEDREIRA,10032,02 CUMULATIVA DE PEDREIRA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PENAPOLIS,10033,01 CUMULATIVA DE PENAPOLIS,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PENAPOLIS,10034,02 CUMULATIVA DE PENAPOLIS,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PENAPOLIS,10035,03 CUMULATIVA DE PENAPOLIS,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PENAPOLIS,10036,04 CUMULATIVA DE PENAPOLIS,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PENAPOLIS,10037,SEF DE PENAPOLIS,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PENAPOLIS,10038,VARA JUIZADO ESP. CIVEL CRIM. DE PENAPOLIS,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PEREIRA BARRETO,10039,JUIZADO ESPECIAL CIVEL CRIM. DE PEREIRA BARRETO,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PEREIRA BARRETO,10040,01 CUMULATIVA DE PEREIRA BARRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PEREIRA BARRETO,10041,02 CUMULATIVA DE PEREIRA BARRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PERUIBE,10042,JUIZADO ESPECIAL CIVEL CRIM. DE PERUIBE,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PERUIBE,10043,01 CUMULATIVA DE PERUIBE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PERUIBE,10044,02 CUMULATIVA DE PERUIBE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PERUIBE,10045,SAF DE PERUIBE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIEDADE,10046,01 CUMULATIVA DE PIEDADE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIEDADE,10047,02 CUMULATIVA DE PIEDADE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIEDADE,10048,JUIZADO ESPECIAL CIVEL DE PIEDADE,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PILAR DO SUL,10049,VARA UNICA DE PILAR DO SUL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PILAR DO SUL,10050,JUIZADO ESPECIAL CIVEL CRIM. DE PILAR DO SUL,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PINDAMONHANGABA,10051,01 CIVEL DE PINDAMONHANGABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PINDAMONHANGABA,10052,02 CIVEL DE PINDAMONHANGABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PINDAMONHANGABA,10053,03 CIVEL DE PINDAMONHANGABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PINDAMONHANGABA,10054,SEF DE PINDAMONHANGABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PINDAMONHANGABA,10055,VARA JUIZADO ESP. CIVEL CRIM. DE PINDAMONHANGABA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PIRACAIA,10056,01 CUMULATIVA DE PIRACAIA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRACAIA,10057,JUIZADO ESPECIAL CIVEL CRIM. DE PIRACAIA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PIRACAIA,10058,02 CUMULATIVA DE PIRACAIA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRACICABA,10059,01 CIVEL DE PIRACICABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRACICABA,10060,02 CIVEL DE PIRACICABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRACICABA,10061,03 CIVEL DE PIRACICABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRACICABA,10062,04 CIVEL DE PIRACICABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRACICABA,10063,05 CIVEL DE PIRACICABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRACICABA,10064,06 CIVEL DE PIRACICABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRACICABA,10065,01 CRIMINAL DE PIRACICABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRACICABA,10066,02 CRIMINAL DE PIRACICABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRACICABA,10067,03 CRIMINAL DE PIRACICABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRACICABA,10069,01 FAMILIA SUCESSOES DE PIRACICABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRACICABA,10070,02 FAMILIA SUCESSOES DE PIRACICABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRACICABA,10071,JURI/EXECUCOES DE PIRACICABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRACICABA,10072,03 FAMILIA SUCESSOES DE PIRACICABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIO DAS PEDRAS,10073,VARA UNICA DE RIO DAS PEDRAS,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRAJUI,10077,JUIZADO ESPECIAL CIVEL CRIM. DE PIRAJUI,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PIRAJUI,10078,01 CUMULATIVA DE PIRAJUI,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRAJUI,10079,02 CUMULATIVA DE PIRAJUI,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRAPOZINHO,10080,JUIZADO ESPECIAL CIVEL DE PIRAPOZINHO,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PIRAPOZINHO,10081,01 CUMULATIVA DE PIRAPOZINHO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRASSUNUNGA,10082,JUIZADO ESPECIAL CIVEL CRIM. DE PIRASSUNUNGA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PIRASSUNUNGA,10083,01 CUMULATIVA DE PIRASSUNUNGA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRASSUNUNGA,10084,02 CUMULATIVA DE PIRASSUNUNGA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRASSUNUNGA,10085,03 CUMULATIVA DE PIRASSUNUNGA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRASSUNUNGA,10086,SEF DE PIRASSUNUNGA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PIRATININGA,10087,VARA UNICA DE PIRATININGA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PITANGUEIRAS,10088,JUIZADO ESPECIAL CIVEL E CRIMINAL DE PITANGUEIRAS,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PITANGUEIRAS,10089,01 CUMULATIVA DE PITANGUEIRAS,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,POA,10092,01 CRIMINAL DE POA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,POA,10093,01 CIVEL DE POA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,POA,10094,02 CRIMINAL DE POA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,POA,10095,02 CIVEL DE POA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,POMPEIA,10096,01 CUMULATIVA DE POMPEIA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PORANGABA,10099,VARA UNICA DE PORANGABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PORTO FELIZ,10100,01 CUMULATIVA DE PORTO FELIZ,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PORTO FELIZ,10101,02 CUMULATIVA DE PORTO FELIZ,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PORTO FELIZ,10102,JUIZADO ESPECIAL CIVEL CRIM. DE PORTO FELIZ,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PORTO FERREIRA,10103,JUIZADO ESPECIAL CIVEL CRIM. DE PORTO FERREIRA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PORTO FERREIRA,10104,01 CUMULATIVA DE PORTO FERREIRA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PORTO FERREIRA,10105,02 CUMULATIVA DE PORTO FERREIRA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,POTIRENDABA,10106,JUIZADO ESPECIAL CIVEL CRIM. DE POTIRENDABA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,POTIRENDABA,10107,VARA UNICA DE POTIRENDABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRAIA GRANDE,10108,01 CIVEL DE PRAIA GRANDE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRAIA GRANDE,10109,02 CIVEL DE PRAIA GRANDE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRAIA GRANDE,10110,01 FAMILIA SUCESSOES DE PRAIA GRANDE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRAIA GRANDE,10111,01 CRIMINAL DE PRAIA GRANDE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRAIA GRANDE,10112,02 CRIMINAL DE PRAIA GRANDE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRAIA GRANDE,10113,02 FAMILIA SUCESSOES DE PRAIA GRANDE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRAIA GRANDE,10114,03 CIVEL DE PRAIA GRANDE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRAIA GRANDE,10115,FAZENDA PUBLICA DE PRAIA GRANDE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRAIA GRANDE,10116,VARA JUIZADO ESP. CIVEL CRIM. DE PRAIA GRANDE,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PRESIDENTE BERNARDES,10117,JUIZADO ESPECIAL CIVEL CRIM. DE PRESIDENTE BERNARDES,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PRESIDENTE BERNARDES,10118,VARA UNICA DE PRESIDENTE BERNARDES,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRESIDENTE EPITACIO,10119,JUIZADO ESPECIAL CIVEL CRIM. DE PRESIDENTE EPITACIO,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PRESIDENTE EPITACIO,10120,01 CUMULATIVA DE PRESIDENTE EPITACIO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRESIDENTE EPITACIO,10121,02 CUMULATIVA DE PRESIDENTE EPITACIO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRESIDENTE PRUDENTE,10122,01 CIVEL DE PRESIDENTE PRUDENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRESIDENTE PRUDENTE,10123,02 CIVEL DE PRESIDENTE PRUDENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRESIDENTE PRUDENTE,10124,03 CIVEL DE PRESIDENTE PRUDENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRESIDENTE PRUDENTE,10125,04 CIVEL DE PRESIDENTE PRUDENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRESIDENTE PRUDENTE,10126,05 CIVEL DE PRESIDENTE PRUDENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRESIDENTE PRUDENTE,10127,01 FAMILIA SUCESSOES DE PRESIDENTE PRUDENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRESIDENTE PRUDENTE,10128,01 CRIMINAL DE PRESIDENTE PRUDENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRESIDENTE PRUDENTE,10129,02 CRIMINAL DE PRESIDENTE PRUDENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRESIDENTE PRUDENTE,10130,03 CRIMINAL DE PRESIDENTE PRUDENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRESIDENTE PRUDENTE,10131,FAZENDA PUBLICA DE PRESIDENTE PRUDENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRESIDENTE PRUDENTE,10132,01 EXECUCOES CRIMINAIS DE PRESIDENTE PRUDENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRESIDENTE PRUDENTE,10133,02 FAMILIA SUCESSOES DE PRESIDENTE PRUDENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRESIDENTE PRUDENTE,10134,JURI/INFANCIA JUVENTUDE DE PRESIDENTE PRUDENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRESIDENTE PRUDENTE,10135,02 EXECUCOES CRIMINAIS DE PRESIDENTE PRUDENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRESIDENTE VENCESLAU,10136,JUIZADO ESPECIAL CIVEL DE PRESIDENTE VENCESLAU,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PRESIDENTE VENCESLAU,10137,01 CUMULATIVA DE PRESIDENTE VENCESLAU,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRESIDENTE VENCESLAU,10138,02 CUMULATIVA DE PRESIDENTE VENCESLAU,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PRESIDENTE VENCESLAU,10139,03 CUMULATIVA DE PRESIDENTE VENCESLAU,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PROMISSAO,10140,JUIZADO ESPECIAL CIVEL E CRIMINAL DE PROMISSAO,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,PROMISSAO,10141,01 CUMULATIVA DE PROMISSAO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,PROMISSAO,10142,02 CUMULATIVA DE PROMISSAO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,QUATA,10143,JUIZADO ESPECIAL CIVEL CRIM. DE QUATA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,QUATA,10144,VARA UNICA DE QUATA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,QUELUZ,10145,JUIZADO ESPECIAL CIVEL E CRIMINAL DE QUELUZ,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,QUELUZ,10146,VARA UNICA DE QUELUZ,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,IEPE,10148,VARA UNICA DE IEPE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RANCHARIA,10150,01 CUMULATIVA DE RANCHARIA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,REGENTE FEIJO,10151,JUIZADO ESPECIAL CIVEL E CRIMINAL DE REGENTE FEIJO,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,REGENTE FEIJO,10152,VARA UNICA DE REGENTE FEIJO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,REGISTRO,10155,01 CUMULATIVA DE REGISTRO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,REGISTRO,10156,02 CUMULATIVA DE REGISTRO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,REGISTRO,10157,03 CUMULATIVA DE REGISTRO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,REGISTRO,10158,SAF DE REGISTRO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,REGISTRO,10159,VARA JUIZADO ESP. CIVEL CRIM. DE REGISTRO,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,RIBEIRAO BONITO,10160,JUIZADO ESPECIAL CIVEL CRIM. DE RIBEIRAO BONITO,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,RIBEIRAO BONITO,10161,VARA UNICA DE RIBEIRAO BONITO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PIRES,10162,SAF DE RIBEIRAO PIRES,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PIRES,10163,01 CUMULATIVA DE RIBEIRAO PIRES,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PIRES,10164,02 CUMULATIVA DE RIBEIRAO PIRES,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PIRES,10165,03 CUMULATIVA DE RIBEIRAO PIRES,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PIRES,10166,VARA JUIZADO ESP. CIVEL CRIM. DE RIBEIRAO PIRES,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,RIBEIRAO PRETO,10168,01 CIVEL DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10169,02 CIVEL DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10170,03 CIVEL DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10171,04 CIVEL DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10172,05 CIVEL DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10173,06 CIVEL DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10174,07 CIVEL DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10175,08 CIVEL DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10176,09 CIVEL DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10177,10 CIVEL DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10178,01 FAMILIA SUCESSOES DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10179,02 FAMILIA SUCESSOES DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10180,03 FAMILIA SUCESSOES DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10181,01 CRIMINAL DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10182,02 CRIMINAL DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10183,03 CRIMINAL DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10184,04 CRIMINAL DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10185,05 CRIMINAL DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10186,01 FAZENDA PUBLICA DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10187,02 FAZENDA PUBLICA DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10188,01 JURI/EXECUCOES DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIBEIRAO PRETO,10189,02 JURI/EXECUCOES DE RIBEIRAO PRETO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIO CLARO,10191,01 CIVEL DE RIO CLARO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIO CLARO,10192,02 CIVEL DE RIO CLARO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIO CLARO,10193,03 CIVEL DE RIO CLARO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIO CLARO,10194,01 CRIMINAL DE RIO CLARO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIO CLARO,10195,02 CRIMINAL DE RIO CLARO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIO CLARO,10196,FAZENDA PUBLICA DE RIO CLARO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIO CLARO,10197,JURI/EXEC./INF.JUV. DE RIO CLARO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIO CLARO,10198,04 CIVEL DE RIO CLARO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,RIO CLARO,10199,03 CRIMINAL DE RIO CLARO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,ROSANA,10200,JUIZADO ESPECIAL CIVEL E CRIMINAL DE ROSANA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,ROSANA,10201,VARA UNICA DE ROSANA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SANTA ADELIA,10206,JUIZADO ESPECIAL CIVEL CRIM. DE SANTA ADELIA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,SANTA ADELIA,10207,VARA UNICA DE SANTA ADELIA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SANTA BARBARA D'OESTE,10208,01 CIVEL DE SANTA BARBARA D OESTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SANTA BARBARA D'OESTE,10209,02 CIVEL DE SANTA BARBARA D OESTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SANTA BARBARA D'OESTE,10210,03 CIVEL DE SANTA BARBARA D OESTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SANTA BARBARA D'OESTE,10211,01 CRIMINAL DE SANTA BARBARA D OESTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SANTA BARBARA D'OESTE,10212,SEF DE SANTA BARBARA D OESTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SANTA BARBARA D'OESTE,10213,VARA JUIZADO ESP. CIVEL CRIM. DE SANTA BARBARA D OESTE,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,SANTA BRANCA,10215,JUIZADO ESPECIAL CIVEL CRIM. DE SANTA BRANCA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,SANTA CRUZ DAS PALMEIRAS,10216,JUIZADO ESPECIAL CIVEL CRIM. DE SANTA CRUZ DAS PALMEIRAS,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,SANTA CRUZ DAS PALMEIRAS,10217,VARA UNICA DE SANTA CRUZ DAS PALMEIRAS,Unidades judiciárias de primeiro grau,V - Vara
