TRIBUNAL,UF,MUNICIPIO,CODIGO,NOME,TIPO,CLASSIFICACAO
TJSP,SP,SAO PAULO,10570,06 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10571,07 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10572,08 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10573,09 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10574,10 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10575,11 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10576,12 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10577,13 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10578,14 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10579,15 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10580,16 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10581,17 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10582,18 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10583,19 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10584,20 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10585,21 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10586,22 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10587,23 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10588,24 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10589,25 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10590,26 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10591,27 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10592,28 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10593,29 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10594,30 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10595,31 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10596,32 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10597,33 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10598,34 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10599,35 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10600,36 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10601,37 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10602,38 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10603,39 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10604,40 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10605,41 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10606,42 CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10607,01 VARA JUIZADO ESPECIAL CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,SAO PAULO,10608,02 VARA JUIZADO ESPECIAL CIVEL DE CENTRAL,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,SAO PAULO,10609,01 FAMILIA SUCESSOES DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10610,02 FAMILIA SUCESSOES DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10611,03 FAMILIA SUCESSOES DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10612,04 FAMILIA SUCESSOES DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10613,05 FAMILIA SUCESSOES DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10614,06 FAMILIA SUCESSOES DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10615,07 FAMILIA SUCESSOES DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10616,08 FAMILIA SUCESSOES DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10617,09 FAMILIA SUCESSOES DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10618,10 FAMILIA SUCESSOES DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10619,11 FAMILIA SUCESSOES DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10620,12 FAMILIA SUCESSOES DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10621,01 REGISTROS PUBLICOS DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10622,02 REGISTROS PUBLICOS DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10623,INFANCIA JUVENTUDE DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10624,VARA EXEC FISC EST FAZENDA DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10625,01 FALENCIAS -  RECUPERACAO JUDICIAL E CONFLITOS RELACIONADOS À ARBITRAGEM DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10626,02 FALENCIAS -  RECUPERACAO JUDICIAL E CONFLITOS RELACIONADOS À ARBITRAGEM DE CENTRAL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO PAULO,10627,ITINERANTE PERMANENTE DE CENTRAL,Unidades judiciárias de primeiro grau,JI - Juizado Itinerante
TJSP,SP,SAO PEDRO,10628,JUIZADO ESPECIAL CIVEL CRIM. DE SAO PEDRO,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,SAO PEDRO,10629,01 CUMULATIVA DE SAO PEDRO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO ROQUE,10632,01 CIVEL DE SAO ROQUE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO ROQUE,10633,02 CIVEL DE SAO ROQUE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO ROQUE,10634,VARA JUIZADO ESP. CIVEL CRIM. DE SAO ROQUE,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,SAO ROQUE,10635,SEF DE SAO ROQUE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,ILHABELA,10636,VARA UNICA DE ILHABELA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO SEBASTIAO,10637,01 CIVEL DE SAO SEBASTIAO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO SEBASTIAO,10638,02 CIVEL DE SAO SEBASTIAO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO SIMAO,10639,JUIZADO ESPECIAL CIVEL CRIM. DE SAO SIMAO,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,SAO SIMAO,10640,VARA UNICA DE SAO SIMAO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO VICENTE,10641,01 CIVEL DE SAO VICENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO VICENTE,10642,02 CIVEL DE SAO VICENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO VICENTE,10643,03 CIVEL DE SAO VICENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO VICENTE,10644,04 CIVEL DE SAO VICENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO VICENTE,10645,05 CIVEL DE SAO VICENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO VICENTE,10646,06 CIVEL DE SAO VICENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO VICENTE,10647,01 CRIMINAL DE SAO VICENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO VICENTE,10648,02 CRIMINAL DE SAO VICENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO VICENTE,10649,03 CRIMINAL DE SAO VICENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO VICENTE,10650,FAZENDA PUBLICA DE SAO VICENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO VICENTE,10651,EXECUCOES CRIMINAIS DE SAO VICENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO VICENTE,10652,VARA JUIZADO ESP. CIVEL CRIM DE SAO VICENTE,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,SAO VICENTE,10653,01 FAMILIA SUCESSOES DE SAO VICENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SAO VICENTE,10654,02 FAMILIA SUCESSOES DE SAO VICENTE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SERRA NEGRA,10655,JUIZADO ESPECIAL CIVEL CRIM. DE SERRA NEGRA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,SERRA NEGRA,10656,01 CUMULATIVA DE SERRA NEGRA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SERRA NEGRA,10657,02 CUMULATIVA DE SERRA NEGRA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SERRANA,10658,JUIZADO ESPECIAL CIVEL CRIM. DE SERRANA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,SERRANA,10659,01 CUMULATIVA DE SERRANA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SERTAOZINHO,10660,01 CIVEL DE SERTAOZINHO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SERTAOZINHO,10661,02 CIVEL DE SERTAOZINHO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SERTAOZINHO,10662,03 CIVEL DE SERTAOZINHO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SERTAOZINHO,10663,VARA JUIZADO ESP. CIVEL CRIM. DE SERTAOZINHO,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,SERTAOZINHO,10664,01 CRIMINAL DE SERTAOZINHO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SOCORRO,10666,JUIZADO ESPECIAL CIVEL CRIM. DE SOCORRO,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,SOCORRO,10667,01 CUMULATIVA DE SOCORRO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SOCORRO,10668,02 CUMULATIVA DE SOCORRO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SOROCABA,10669,01 CIVEL DE SOROCABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SOROCABA,10670,02 CIVEL DE SOROCABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SOROCABA,10671,03 CIVEL DE SOROCABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SOROCABA,10672,04 CIVEL DE SOROCABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SOROCABA,10673,05 CIVEL DE SOROCABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SOROCABA,10674,06 CIVEL DE SOROCABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SOROCABA,10675,07 CIVEL DE SOROCABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SOROCABA,10676,01 VARA JUIZADO ESPECIAL CIVEL DE SOROCABA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,SOROCABA,10677,FAZENDA PUBLICA DE SOROCABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SOROCABA,10678,01 CRIMINAL DE SOROCABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SOROCABA,10679,02 CRIMINAL DE SOROCABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SOROCABA,10680,03 CRIMINAL DE SOROCABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SOROCABA,10681,04 CRIMINAL DE SOROCABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SOROCABA,10682,JURI/EXECUCOES DE SOROCABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SOROCABA,10683,01 FAMILIA SUCESSOES DE SOROCABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SOROCABA,10684,02 FAMILIA SUCESSOES DE SOROCABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SOROCABA,10685,03 FAMILIA SUCESSOES DE SOROCABA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SOROCABA,10686,02 VARA JUIZADO ESPECIAL CIVEL DE SOROCABA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,SOROCABA,10687,02 VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO FADI DE SOROCABA,Unidades judiciárias de primeiro grau,JI - Juizado Itinerante
TJSP,SP,SUMARE,10690,01 CIVEL DE SUMARE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SUMARE,10691,02 CIVEL DE SUMARE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SUMARE,10692,03 CIVEL DE SUMARE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SUMARE,10693,01 CRIMINAL DE SUMARE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SUMARE,10694,VARA JUIZADO ESP. CIVEL CRIM. DE SUMARE,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,SUMARE,10695,SAF DE SUMARE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SUMARE,10696,02 CRIMINAL DE SUMARE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SUZANO,10697,01 CRIMINAL DE SUZANO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SUZANO,10698,01 CIVEL DE SUZANO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SUZANO,10699,02 CIVEL DE SUZANO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SUZANO,10700,03 CIVEL DE SUZANO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SUZANO,10701,04 CIVEL DE SUZANO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SUZANO,10702,SAF DE SUZANO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SUZANO,10703,02 CRIMINAL DE SUZANO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,SUZANO,10704,VARA JUIZADO ESP. CIVEL CRIM. DE SUZANO,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,TABOAO DA SERRA,10705,01 CIVEL DE TABOAO DA SERRA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TABOAO DA SERRA,10706,02 CIVEL DE TABOAO DA SERRA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TABOAO DA SERRA,10707,03 CIVEL DE TABOAO DA SERRA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TABOAO DA SERRA,10708,VARA JUIZADO ESP. CIVEL CRIM. DE TABOAO DA SERRA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,TABOAO DA SERRA,10709,SAF DE TABOAO DA SERRA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TAMBAU,10711,JUIZADO ESPECIAL CIVEL CRIM. DE TAMBAU,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,TAMBAU,10712,VARA UNICA DE TAMBAU,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TANABI,10713,JUIZADO ESPECIAL CIVEL CRIM. DE TANABI,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,TANABI,10714,01 CUMULATIVA DE TANABI,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TANABI,10715,02 CUMULATIVA DE TANABI,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TAQUARITINGA,10716,JUIZADO ESPECIAL CIVEL CRIM. DE TAQUARITINGA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,TAQUARITINGA,10717,01 CUMULATIVA DE TAQUARITINGA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TAQUARITINGA,10718,02 CUMULATIVA DE TAQUARITINGA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TAQUARITUBA,10719,VARA UNICA DE TAQUARITUBA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TAQUARITUBA,10720,JUIZADO ESPECIAL CIVEL CRIM. DE TAQUARITUBA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,TATUI,10721,SAF DE TATUI,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TATUI,10722,01 CRIMINAL DE TATUI,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TATUI,10723,02 CRIMINAL DE TATUI,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TATUI,10724,VARA JUIZADO ESPECIAL CIVEL E CRIMINAL DE TATUI,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,TATUI,10725,01 CIVEL DE TATUI,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TATUI,10726,02 CIVEL DE TATUI,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TATUI,10727,03 CIVEL DE TATUI,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TAUBATE,10728,01 CIVEL DE TAUBATE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TAUBATE,10729,02 CIVEL DE TAUBATE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TAUBATE,10730,03 CIVEL DE TAUBATE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TAUBATE,10731,04 CIVEL DE TAUBATE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TAUBATE,10732,05 CIVEL DE TAUBATE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TAUBATE,10733,FAZENDA PUBLICA DE TAUBATE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TAUBATE,10734,01 CRIMINAL DE TAUBATE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TAUBATE,10735,02 CRIMINAL DE TAUBATE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TAUBATE,10736,03 CRIMINAL DE TAUBATE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TAUBATE,10737,VARA DAS EXECUCOES CRIMINAIS DA COMARCA DE TAUBATE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TAUBATE,10738,1 FAMILIA SUCESSOES DE TAUBATE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TAUBATE,10739,JURI/INFANCIA JUVENTUDE DE TAUBATE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TEODORO SAMPAIO,10741,JUIZADO ESPECIAL CIVEL CRIM. DE TEODORO SAMPAIO,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,TEODORO SAMPAIO,10742,VARA UNICA DE TEODORO SAMPAIO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TIETE,10743,JUIZADO ESPECIAL CIVEL CRIM. DE TIETE,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,TIETE,10744,01 CUMULATIVA DE TIETE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TIETE,10745,02 CUMULATIVA DE TIETE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TREMEMBE,10746,JUIZADO ESPECIAL CIVEL CRIM. DE TREMEMBE,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,TREMEMBE,10747,01 CUMULATIVA DE TREMEMBE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TREMEMBE,10748,02 CUMULATIVA DE TREMEMBE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TREMEMBE,10749,SEF DE TREMEMBE,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TUPÃ,10750,01 CIVEL DE TUPA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TUPÃ,10751,02 CIVEL DE TUPA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TUPÃ,10752,03 CIVEL DE TUPA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TUPÃ,10753,CRIMINAL DE TUPA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TUPÃ,10754,VARA JUIZADO ESPECIAL CIVEL DE TUPA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,TUPI PAULISTA,10755,JUIZADO ESPECIAL CIVEL CRIM. DE TUPI PAULISTA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,TUPI PAULISTA,10756,01 CUMULATIVA DE TUPI PAULISTA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,TUPI PAULISTA,10757,02 CUMULATIVA DE TUPI PAULISTA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,UBATUBA,10758,01 CUMULATIVA DE UBATUBA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,UBATUBA,10759,02 CUMULATIVA DE UBATUBA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,UBATUBA,10760,VARA JUIZADO ESP. CIVEL CRIM. DE UBATUBA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,URANIA,10761,JUIZADO ESPECIAL CIVEL CRIM. DE URANIA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,URANIA,10762,VARA UNICA DE URANIA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,URUPES,10763,VARA UNICA DE URUPES,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VALINHOS,10764,01 CUMULATIVA DE VALINHOS,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VALINHOS,10765,02 CUMULATIVA DE VALINHOS,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VALINHOS,10766,03 CUMULATIVA DE VALINHOS,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VALINHOS,10767,VARA JUIZADO ESP. CIVEL CRIM. DE VALINHOS,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,VALINHOS,10768,SEF DE VALINHOS,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VALPARAISO,10769,JUIZADO ESPECIAL CIVEL DE VALPARAISO,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,VALPARAISO,10770,01 CUMULATIVA DE VALPARAISO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VARGEM GRANDE DO SUL,10771,JUIZADO ESPECIAL CIVEL DE VARGEM GRANDE DO SUL,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,VARGEM GRANDE DO SUL,10772,01 CUMULATIVA DE VARGEM GRANDE DO SUL,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VARZEA PAULISTA,10773,01 CUMULATIVA DE VARZEA PAULISTA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VARZEA PAULISTA,10774,02 CUMULATIVA DE VARZEA PAULISTA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VARZEA PAULISTA,10775,JUIZADO ESPECIAL CIVEL CRIM. DE VARZEA PAULISTA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,VINHEDO,10776,01 CUMULATIVA DE VINHEDO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VINHEDO,10777,02 CUMULATIVA DE VINHEDO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VINHEDO,10778,VARA JUIZADO ESP. CIVEL CRIM. DE VINHEDO,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJSP,SP,VIRADOURO,10779,VARA UNICA DE VIRADOURO,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VOTORANTIM,10780,01 CIVEL DE VOTORANTIM,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VOTORANTIM,10781,02 CIVEL DE VOTORANTIM,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VOTUPORANGA,10782,01 VARA CRIMINAL DA COMARCA DE VOTUPORANGA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VOTUPORANGA,10783,01 VARA CÍVEL DA COMARCA DE VOTUPORANGA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VOTUPORANGA,10784,02 VARA CÍVEL DA COMARCA DE VOTUPORANGA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VOTUPORANGA,10785,03 VARA CÍVEL DA COMARCA DE VOTUPORANGA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VOTUPORANGA,10786,SAF DE VOTUPORANGA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VOTUPORANGA,10787,04 VARA CÍVEL DA COMARCA DE VOTUPORANGA,Unidades judiciárias de primeiro grau,V - Vara
TJSP,SP,VOTUPORANGA,10788,VARA JUIZADO ESP. CIVEL CRIM. DE VOTUPORANGA,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJPE,PE,RECIFE,10789,11ª VARA CRIMINAL DA CAPITAL,Unidades judiciárias de primeiro grau,V - Vara
TJMG,MG,BONFIM,10792,VARA ÚNICA DA COMARCA DE BONFIM,Unidades judiciárias de primeiro grau,V - Vara
TJMG,MG,CONTAGEM,10793,2ª UNIDADE JURISDICIONAL DO JUIZADO ESPECIAL DE CONTAGEM,Unidades judiciárias de primeiro grau,JE - Juizado Especial
TJRS,RS,SANTA MARIA,10794,1ª VARA DE FAMÍLIA E SUCESSÕES - SANTA MARIA/RS,Unidades judiciárias de primeiro grau,V - Vara
